Region,Country,Reported by,Year,Government (NMP),Global Fund,PMI/USAID,World Bank,UK,Other bilaterals,WHO,UNICEF,Other contributions
SouthEast Asia,Bangladesh,Donors,2020,0,15155863,0,0,0,255452,0,0,0
SouthEast Asia,Bangladesh,Countries,2020,2750807,15561791,0,0,0,0,44600,0,0
SouthEast Asia,Bangladesh,Donors,2021,0,6724656,0,0,0,0,0,0,0
SouthEast Asia,Bangladesh,Countries,2021,2641061,22847,0,944146,0,0,78781,0,0
SouthEast Asia,Bangladesh,Donors,2022,0,20178407,0,0,0,0,0,0,0
SouthEast Asia,Bangladesh,Countries,2022,1237571,5761497,0,0,0,0,450000,0,0
SouthEast Asia,Bhutan,Donors,2020,0,1461213,0,0,0,39381,0,0,0
SouthEast Asia,Bhutan,Countries,2020,192812,530814,0,0,0,0,31728,0,114285
SouthEast Asia,Bhutan,Donors,2021,0,461051,0,0,0,0,0,0,0
SouthEast Asia,Bhutan,Countries,2021,140601,397061,0,0,0,0,0,0,94108
SouthEast Asia,Bhutan,Donors,2022,0,577380,0,0,0,0,0,0,0
SouthEast Asia,Bhutan,Countries,2022,141187,252337,0,0,0,0,0,0,98637
SouthEast Asia,Democratic People's Republic of Korea,Donors,2020,0,1002980,0,0,0,44877,0,0,0
SouthEast Asia,Democratic People's Republic of Korea,Countries,2020,2496853,0,0,0,0,0,0,434830,0
SouthEast Asia,Democratic People's Republic of Korea,Donors,2021,0,0,0,0,0,0,0,0,0
SouthEast Asia,Democratic People's Republic of Korea,Countries,2021,2427950,513556,0,0,0,0,0,0,0
SouthEast Asia,Democratic People's Republic of Korea,Donors,2022,0,0,0,0,0,0,0,0,0
SouthEast Asia,Democratic People's Republic of Korea,Countries,2022,2278000,19822,0,0,0,0,0,0,0
SouthEast Asia,India,Donors,2020,0,19140164,0,0,0,295959,0,0,0
SouthEast Asia,India,Countries,2020,70430128,22618171,0,0,0,0,0,0,0
SouthEast Asia,India,Donors,2021,0,26086463,0,0,0,0,0,0,0
SouthEast Asia,India,Countries,2021,67620256,35570992,0,0,0,0,0,0,0
SouthEast Asia,India,Donors,2022,0,2406990,0,0,0,0,0,0,0
SouthEast Asia,India,Countries,2022,69025192,37020933,0,0,0,0,0,0,0
SouthEast Asia,Indonesia,Donors,2020,0,15663764,0,0,0,290054,0,0,0
SouthEast Asia,Indonesia,Countries,2020,19047352,21448055,0,0,0,0,100000,234343,12687804
SouthEast Asia,Indonesia,Donors,2021,0,11689248,0,0,0,556666,0,0,0
SouthEast Asia,Indonesia,Countries,2021,18287441,14063928,0,0,0,0,100000,41228,0
SouthEast Asia,Indonesia,Donors,2022,0,24333590,0,0,0,556666,0,0,0
SouthEast Asia,Indonesia,Countries,2022,18667397,21137669,0,0,0,0,90778,108653,142991
SouthEast Asia,Myanmar,Donors,2020,0,35614936,11145174,0,395230,424824,0,0,0
SouthEast Asia,Myanmar,Countries,2020,14877308,34571679,10000000,0,0,3367484,500000,0,0
SouthEast Asia,Myanmar,Donors,2021,0,0,10700528,0,327468,271564,0,0,0
SouthEast Asia,Myanmar,Countries,2021,14283765,19518115,0,0,0,0,500000,0,0
SouthEast Asia,Myanmar,Donors,2022,0,0,10000000,0,2596753,271564,0,0,0
SouthEast Asia,Myanmar,Countries,2022,14580537,41296701,0,0,0,0,500000,0,0
SouthEast Asia,Nepal,Donors,2020,0,1808031,0,0,0,158593,0,0,0
SouthEast Asia,Nepal,Countries,2020,3973411,1862647,0,0,0,0,40000,0,0
SouthEast Asia,Nepal,Donors,2021,0,1275647,0,0,0,0,0,0,0
SouthEast Asia,Nepal,Countries,2021,4774009,1079644,0,0,0,0,40000,0,0
SouthEast Asia,Nepal,Donors,2022,0,1367187,0,0,0,0,0,0,0
SouthEast Asia,Nepal,Countries,2022,3220453,1294219,0,0,0,0,40000,0,0
SouthEast Asia,Sri Lanka,Donors,2020,0,975203,0,0,0,76135,0,0,0
SouthEast Asia,Sri Lanka,Countries,2020,1109332,0,0,0,0,0,10869,0,0
SouthEast Asia,Sri Lanka,Donors,2021,0,0,0,0,0,0,0,0,0
SouthEast Asia,Sri Lanka,Countries,2021,0,0,0,0,0,0,0,0,0
SouthEast Asia,Sri Lanka,Donors,2022,0,1499878,0,0,0,0,0,0,0
SouthEast Asia,Sri Lanka,Countries,2022,0,0,0,0,0,0,0,0,0
SouthEast Asia,Thailand,Donors,2020,0,13850253,0,0,0,53448,0,0,0
SouthEast Asia,Thailand,Countries,2020,6435123,8247913,885845,0,0,0,87663,0,27514
SouthEast Asia,Thailand,Donors,2021,0,0,0,0,0,2640,0,0,0
SouthEast Asia,Thailand,Countries,2021,3922836,8379275,1156640,0,0,0,15362,0,347033
SouthEast Asia,Thailand,Donors,2022,0,0,0,0,0,2640,0,0,0
SouthEast Asia,Thailand,Countries,2022,3275124,4344253,1386500,0,0,0,127865,0,103048
SouthEast Asia,TimorLeste,Donors,2020,0,3335895,0,0,0,101382,0,0,0
SouthEast Asia,TimorLeste,Countries,2020,3393980,0,0,0,0,0,60000,0,21340
SouthEast Asia,TimorLeste,Donors,2021,0,1115703,0,0,0,1732,0,0,0
SouthEast Asia,TimorLeste,Countries,2021,3258575,0,0,0,0,0,40000,0,10414
SouthEast Asia,TimorLeste,Donors,2022,0,1378134,0,0,0,1732,0,0,0
SouthEast Asia,TimorLeste,Countries,2022,1026788,0,0,0,0,0,119300,0,4056
Western Pacific,Cambodia,Donors,2020,0,21764683,11145174,0,0,343588,0,0,0
Western Pacific,Cambodia,Countries,2020,1048259,4690075,8649000,0,0,520000,0,0,5633
Western Pacific,Cambodia,Donors,2021,0,0,10700528,0,0,1363639,0,0,0
Western Pacific,Cambodia,Countries,2021,2474937,11561139,3942850,0,0,520000,246523,0,0
Western Pacific,Cambodia,Donors,2022,0,0,10000000,0,0,1363639,0,0,0
Western Pacific,Cambodia,Countries,2022,2075156,13706674,4032596,0,0,0,392621,0,0
Western Pacific,China,Donors,2020,0,0,0,0,0,0,0,0,0
Western Pacific,China,Countries,2020,10777383,0,0,0,0,0,0,0,0
Western Pacific,China,Donors,2021,0,0,0,0,0,0,0,0,0
Western Pacific,China,Countries,2021,0,0,0,0,0,0,0,0,0
Western Pacific,China,Donors,2022,0,0,0,0,0,0,0,0,0
Western Pacific,China,Countries,2022,0,0,0,0,0,0,0,0,0
Western Pacific,Lao People's Democratic Republic,Donors,2020,0,7908569,0,0,0,12989,0,0,0
Western Pacific,Lao People's Democratic Republic,Countries,2020,535860,5157000,903988,0,0,0,0,0,551020
Western Pacific,Lao People's Democratic Republic,Donors,2021,0,0,0,0,0,0,0,0,0
Western Pacific,Lao People's Democratic Republic,Countries,2021,1761198,3718049,859788,0,0,0,711542,0,1278402
Western Pacific,Lao People's Democratic Republic,Donors,2022,0,0,0,0,0,0,0,0,0
Western Pacific,Lao People's Democratic Republic,Countries,2022,676885,5890875,870860,0,0,0,915902,0,2346764
Western Pacific,Malaysia,Donors,2020,0,0,0,0,0,36418,0,0,0
Western Pacific,Malaysia,Countries,2020,53769163,0,0,0,0,0,0,0,0
Western Pacific,Malaysia,Donors,2021,0,0,0,0,0,0,0,0,0
Western Pacific,Malaysia,Countries,2021,52187376,0,0,0,0,0,0,0,0
Western Pacific,Malaysia,Donors,2022,0,0,0,0,0,0,0,0,0
Western Pacific,Malaysia,Countries,2022,48146131,0,0,0,0,0,0,0,0
Western Pacific,Papua New Guinea,Donors,2020,0,10585598,0,0,0,1067186,0,0,0
Western Pacific,Papua New Guinea,Countries,2020,55726,94632334,0,0,0,0,52000,0,0
Western Pacific,Papua New Guinea,Donors,2021,0,14973712,0,0,0,1485392,0,0,0
Western Pacific,Papua New Guinea,Countries,2021,75439,11996849,0,0,0,0,45000,0,0
Western Pacific,Papua New Guinea,Donors,2022,0,13823830,0,0,0,1485392,0,0,0
Western Pacific,Papua New Guinea,Countries,2022,111000,14146533,0,0,0,0,45000,0,9695115
Western Pacific,Philippines,Donors,2020,0,4977478,0,0,0,17193,0,0,0
Western Pacific,Philippines,Countries,2020,5460171,5150000,0,0,0,0,0,0,0
Western Pacific,Philippines,Donors,2021,0,1855744,0,0,0,420523,0,0,0
Western Pacific,Philippines,Countries,2021,4699916,3918641,0,0,0,0,0,0,0
Western Pacific,Philippines,Donors,2022,0,3169143,0,0,0,420523,0,0,0
Western Pacific,Philippines,Countries,2022,4560922,2560992,0,0,0,0,0,0,0
Western Pacific,Republic of Korea,Donors,2020,0,0,0,0,0,0,0,0,0
Western Pacific,Republic of Korea,Countries,2020,899128,0,0,0,0,0,0,0,0
Western Pacific,Republic of Korea,Donors,2021,0,0,0,0,0,0,0,0,0
Western Pacific,Republic of Korea,Countries,2021,910314,0,0,0,0,0,0,0,0
Western Pacific,Republic of Korea,Donors,2022,0,0,0,0,0,0,0,0,0
Western Pacific,Republic of Korea,Countries,2022,847392,0,0,0,0,0,0,0,0
Western Pacific,Solomon Islands,Donors,2020,0,577254,0,0,0,242293,0,0,0
Western Pacific,Solomon Islands,Countries,2020,124279,121522,0,0,0,578144,23400,0,0
Western Pacific,Solomon Islands,Donors,2021,0,2171036,0,0,0,126839,0,0,0
Western Pacific,Solomon Islands,Countries,2021,296351,1227347,0,0,0,13600,14025,0,0
Western Pacific,Solomon Islands,Donors,2022,0,3177289,0,0,0,126839,0,0,0
Western Pacific,Solomon Islands,Countries,2022,393093,1259059,0,0,0,0,0,0,0
Western Pacific,Vanuatu,Donors,2020,0,0,0,0,0,283663,0,0,0
Western Pacific,Vanuatu,Countries,2020,117588,218935,0,0,0,0,166293,0,0
Western Pacific,Vanuatu,Donors,2021,0,0,0,0,0,123239,0,0,0
Western Pacific,Vanuatu,Countries,2021,18619,329022,0,0,0,0,0,0,0
Western Pacific,Vanuatu,Donors,2022,0,0,0,0,0,123239,0,0,0
Western Pacific,Vanuatu,Countries,2022,11541,468501,0,0,0,0,28890,0,0
Western Pacific,Viet Nam,Donors,2020,0,19786075,0,0,0,309566,0,0,0
Western Pacific,Viet Nam,Countries,2020,2160011,9366317,0,0,0,0,0,0,858369
Western Pacific,Viet Nam,Donors,2021,0,0,0,0,0,0,0,0,0
Western Pacific,Viet Nam,Countries,2021,1650036,2418471,0,0,0,0,0,0,755652
Western Pacific,Viet Nam,Donors,2022,0,0,0,0,0,0,0,0,0
Western Pacific,Viet Nam,Countries,2022,322580,13435794,0,0,0,0,0,0,70434
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
